지역,시군구,읍면동,상세주소,구분,장소유형,위도,경도
충청남도,보령시,신흑동,보령시 신흑동 대천항 근해안강망 부두,추락,,36.32318333,126.5082717
충청남도,보령시,오천면,삽시도 진너머 해수욕장 ,고립,,36.34116667,126.3513333
충청남도,보령시,오천면,원산도해수욕장 입구,고립,,36.35783333,126.4236667
충청남도,보령시,내항동,충남 보령시 내항동 세월교(잠수교),고립,,36.35116667,126.5565
충청남도,보령시,오천면,충남 보령시 오천면 수협 앞 슬립웨이,추락,,36.43683333,126.5183333
충청남도,보령시,오천면,보령시 오천면 오천항 수협 앞 물량장,고립,,36.437,126.519
충청남도,홍성군,서부면,충남 홍성군 서부면 궁리항 선착장,추락,,36.50420167,126.4764533
충청남도,홍성군,궁리,충남 홍성군 궁리 농어촌공사 사무실 앞 ,추락,,36.51666667,126.4761667
충청남도,홍성군,천북면,"홍성군 홍성방조제(장은항, 수룡항 사이)",추락,,36.52083333,126.485
충청남도,홍성군,서부면,남당항-어사항 사이(어사항 100m전) 해안가,고립,,36.54066667,126.459
충청남도,홍성군,서부면,궁리항포구 선착장,고립,,36.58616667,126.4541667
충청남도,서천군,마서면,서천군 마서면 송석리 송석항 남방,고립,,36.07295167,126.6190417
충청남도,서천군,비인면,서천군 비인면 다사리 다사항 선착장,추락,,36.09083333,126.6075
충청남도,서천군,서면,서천군 마량항,추락,,36.124095,126.5027983
충청남도,서천군,비인면,서천군 비인면 소재 쌍도(선도리갯벌체험장 모래사장),고립,,36.126265,126.57595
충청남도,서천군,서면,충남 서천군 마량항 마량해경출장소 우측 약 100미터 ,추락,,36.13389333,126.5028533
충청남도,서천군,서면,홍원 안강망 부두 슬립웨이,추락,,36.15471667,126.5021067
충청남도,서천군,서면,"홍원항 수협위판장 앞 물량장
마리나항 물량장",고립,,36.154755,126.5001417
충청남도,서천군,서면,홍원항 홍원파출소 앞 ,추락,,36.15540833,126.4932167
충청남도,서천군,서면,충남 서천군 서면 홍원항 너뱅이횟집 앞 갯바위,추락,,36.15550667,126.49262
충청남도,서천군,서면,충남 서천군 서면 홍원항 마리나부두 선착장,추락,,36.15570667,126.50399
충청남도,서천군,서면,충남 서천군 서면 홍원항 가온낚시점 앞 슬립웨이,추락,,36.15111833,126.507915
전라북도,군산시,비응도동,군산 비응항 제방공장 앞 서해조선소 옆 물량장,추락,,35.93333333,126.5246667
충청남도,서천군,장항읍,서천군 장항읍 송림리 모래터 서쪽갯벌 100m,고립,,36.021,126.658
충청남도,서천군,장항읍,충남 장항읍 송림산림욕장 해안가 100m 앞 갯벌,고립,,36.01735333,126.658875
전라북도,고창군,상하면,구시포해수욕장 1987부대 부근 갯벌체험장,추락,,35.43833333,126.4338333
전라북도,고창군,상하면,전라북도 고창군 상하면 구시포해수욕장,고립,,35.44043333,126.4345583
전라북도,고창군,상하면,전북 고창군 상하면 구시포 방파제 북방 300미터 해안,추락,,35.44324,126.4348567
전라북도,고창군,상하면,전북 고창군 상하면 자룡리 명사십리 해수욕장,고립,,35.47005667,126.45311
전라북도,고창군,해리면,전라북도 고창군 해리면 광승리 상부마을 앞 갯벌,고립,,35.48698333,126.4593667
전라북도,고창군,해리면,전라북도 고창군 해리면 동호해수욕장 주차장,추락,,35.5035,126.4708333
전라북도,고창군,해리면,전북 고창군 해리면 전북수산기술연구소앞 해안가,고립,,35.50606667,126.4738667
전라북도,고창군,해리면,전북 고창군 해리면 동호해수욕장 출입구,고립,,35.517185,126.493215
전라북도,부안군,변산면,부안군 변산면 소재 모항해수욕장 해변,고립,,35.57595,126.5045333
전라북도,부안군,위도면,전북 부안군 위도면 미영금해수욕장 입구 가장자리 자갈밭,고립,,35.5851,126.2556833
전라북도,부안군,진서면,부안군 진서면 운호리 마동방조제 우쪽 끝단 진입 길,고립,,35.5841,126.5545667
전라북도,부안군,변산면,전라북도 부안군 변산면 격포항 소형선박 계류장 앞,추락,,35.62053167,126.46833
전라북도,부안군,변산면,전라북도 부안군 변산면 성천항 모래사장,고립,,35.65486667,126.5017
전라북도,부안군,변산면,고사포 해수욕장,고립,,35.65763333,126.50525
전라북도,부안군,변산면,전라북도 부안군 변산면 가력도항 방파제(가력도 출장소 정면 건너편),추락,,35.722295,126.524145
전라남도,진도군,임회면,전남 진도군 임회면 남동리 인근 ,추락,,34.358555,126.158105
전라남도,진도군,임회면,팽목선착장 앞 ,추락,,34.37125667,126.13402
전라남도,진도군,의신면,금갑리수품항 수품출장소 앞 ,추락,,34.37437167,126.3041333
전라남도,진도군,의신면,인근 ,추락,,34.3875,126.288
전라남도,진도군,지산면,전남 진도군 지산면 거제 선착장 ,추락,,34.48502,126.1705283
전라남도,신안군,도초면,이곡리 선착장,추락,,34.68635833,126.0060267
전라남도,신안군,비금면,화도리 선착장,추락,,34.70949333,125.9355383
전라남도,목포시,고하대로,신항교차로,추락,,34.75116667,126.3568333
전라남도,목포시,해안로,인도양횟집 앞 ,추락,,34.77506833,126.3683983
전라남도,목포시,고하대로,서해어업관리단 전용부두,추락,,34.79026167,126.35299
전라남도,목포시,북항동,목포시 죽교동 북항 2부두 선착장,추락,,34.79316667,126.3546667
전라남도,목포시,삼학로,대흥수산 쇄빙탑 앞 ,추락,,34.7845,126.3873333
전라남도,목포시,북항동,전남 목포시 죽교동 북항 2부두 선착장,추락,,34.80350833,126.35793
전라남도,목포시,북항동,전남 목포시 북항 1부두,추락,,34.803655,126.3570267
전라남도,목포시,죽교동,672 북항 1부두 선착장,추락,,34.803685,126.3570117
전라남도,목포시,고하대로,북항 4부두 수협급유소 부근,추락,,34.80116667,126.3543333
전라남도,신안군,압해읍,전남 신안군 압해읍 송공선착장,추락,,34.842345,126.2225217
전라남도,신안군,암태면,당사도 선착장,추락,,34.88502667,126.1707183
전라남도,신안군,압해읍,고이도 선착장,추락,,34.95615167,126.2873733
전라남도,무안군,운남면,무안군 운남면 신월선착장 ,추락,,34.95647333,126.2912033
전라남도,영광군,염산면,향화도 선착장 앞 ,추락,,35.16848333,126.3557717
전라남도,영광군,낙월면,전남 영광군 낙월면 상낙월리 도로변,추락,,35.2005,126.14
전라남도,신안군,인자면,진리선착장,추락,,35.07548333,126.1196667
전라남도,함평군,월천리,109횟집 앞 선착장,추락,,35.13607167,126.3882117
전라남도,완도군,노화읍,완도군 노화읍 이목리 노화조선소 앞 ,추락,,34.17372833,126.5576117
전라남도,완도군,청산면,청산면 도청항 슬로프(경사도),추락,,34.17533333,126.8523333
전라남도,완도군,노화읍,완도군 노화읍 넙도선착장,추락,,34.2005,126.5096667
전라남도,완도군,노화읍,완도군 노화읍 미라리선착장,추락,,34.22183333,126.5575
전라남도,완도군,완도읍,전남 완도군 완도읍 석장리 항포구,추락,,34.29138833,126.737475
전라남도,완도군,해남군,해남군 송지면 송호리 땅끝항 선착장,추락,,34.2925,126.525
전라남도,완도군,완도읍,완도군 완도읍 완도항 1부두,추락,,34.31933333,126.7425
전라남도,완도군,신지면,완도군 명사 방파제,추락,,34.32150333,126.8019383
전라남도,완도군,신지면,동고리 대행신고소(신지로1220-84) 앞 선착장,추락,,34.32152333,126.8757983
전라남도,완도군,금일읍,물하태선착장,추락,,34.323325,126.7724267
전라남도,완도군,고금면,전남 완도군 고금면 상정항,추락,,34.351875,126.7730367
전라남도,완도군,금일읍,완도군 금일읍 신평리 사이 바닷길 공사구간,추락,,34.353,127.057
전라남도,완도군,약산면,완도군 약산면 득암항 안 서쪽 방파제,추락,,34.35553167,126.8879467
전라남도,완도군,약산면,완도군 약산면 가시리 해수욕장,추락,,34.35829,126.920775
전라남도,완도군,금일읍,완도군 금일읍 화목리 화전항 선착장,추락,,34.35116667,127.0098333
전라남도,완도군,약산면,완도군 약산면 당목항 여객선착장 앞 ,추락,,34.37366667,126.9411667
전라남도,완도군,약산면,완도군 약산면 조약도 당목항,추락,,34.37368333,126.9412
전라남도,완도군,소안면,완도군 소안면 비서리 선착장,추락,,34.3875,126.8675
전라남도,완도군,군외면,원동대교 아래 해안가(육상) 달도 방향,추락,,34.38983333,126.6396667
전라남도,진도군,고군면,진도군 고군면 금계리 회동마을 앞 ,추락,,34.42033333,126.342
전라남도,완도군,금당면,전남 완도군 금당면 울포 여객선 부두,추락,,34.42323,127.0716883
전라남도,장흥군,회진면,장흥군 회진면 삭금항내 커브길에서 운전중 운전 미숙  추락,추락,,34.44217,126.923145
전라남도,강진군,마량면,전남 강진군 마량면 강진수협위판장 앞 ,추락,,34.44264833,126.8201883
전라남도,강진군,마량면,강진군 마량항,추락,,34.44266667,126.8196667
전라남도,완도군,생일면,전남 완도군 생일면 덕우도,추락,,34.44274,126.8186483
전라남도,강진군,마량면,해양구조협회 강진구조대 사무실 옆 선착장,추락,,34.44283333,126.8173333
전라남도,강진군,신전면,사초리 풍수수산 앞 갯벌,추락,,34.47383333,126.74
전라남도,강진군,대구면,강진군 대구면 구수리 남호리 선착장,추락,,34.47654167,126.7915333
전라남도,강진군,도암면,강진군 도암면 용흥리 선착장,추락,,34.53853333,126.7677333
전라남도,강진군,칠량면,매자리식당 앞 해안가,추락,,34.54183333,126.792
전라남도,해남군,황산면,해남군 황산명 부곡리 성산항 방파제,추락,,34.534955,126.39155
전라남도,진도군,군내면,진도군 군내면 신동리 신동선착장,추락,,34.55537,126.30349
전라남도,완도군,노화읍,전남 완도군 노화읍 북고라,추락,,34.56850667,127.00281
전라남도,완도군,보길면,완도군 보길면 통리선착장 앞 ,추락,,34.153075,126.5739583
전라남도,진도군,고군면,고흥군 금산면 명천항,추락,,34.46916667,127.2245
전라남도,고흥군,금산면,전남 고흥군 금산면 금진항 2미터 ,추락,,34.48748,127.1206983
전라남도,고흥군,금산면,고흥군 금산면 신평 선착장,추락,,34.48805,127.1726767
전라남도,고흥군,도양읍,전남 고흥군 도양읍 소목리 남생리 마을 선착장,추락,,34.50217333,127.1095
전라남도,여수시,남면,여수시 남면 우학리 여남 초등학교 앞 도로,추락,,34.50660167,127.7599967
전라남도,고흥군,풍양면,고흥군 풍양면 풍남리 소재 부광수산 앞,추락,,34.51833333,127.24
전라남도,고흥군,도양읍,고흥군 도양읍 녹동여객선 터미널,추락,,34.5205,127.1395
전라남도,고흥군,도양읍,전남 고흥군 도양읍 봉암리 소재 금산 선착장,추락,,34.52216667,127.1343333
전라남도,고흥군,도양읍,고흥군 도양읍 녹동항 득량호 도선선착장,추락,,34.5225,127.1255
전라남도,여수시,남면,여수시 남면 금오도 여천마을 여객선 선착장,추락,,34.550265,127.7515767
전라남도,여수시,남면,여수시 남면 화태도 월전항 선착장,추락,,34.57333333,127.7355
전라남도,여수시,종화동,전남 고흥군 영남면 양화마을 선착장,추락,,34.58639,127.4555883
전라남도,여수시,돌산읍,여수시 돌산읍 소재 신기선착장 끝단,추락,,34.60064,127.7378567
전라남도,여수시,돌산읍,방죽포 방파제,추락,,34.623925,127.7901267
전라남도,고흥군,점암면,고흥군 점암면 여호항 여호위판소 앞,추락,,34.6575,127.4691667
전라남도,여수시,화양면,여수시 화양면 장수리 자매교회 앞 해안가,추락,,34.65083333,127.5746667
전라남도,보성군,회천면,전남 보성군 회천면 율포리 우암선착장 ,추락,,34.66853667,127.090385
전라남도,보성군,득량면,전남 보성군 득량면 비봉리 516-16번지 앞,추락,,34.70621667,127.1922167
전라남도,여수시,화양면,동방 약 70미터 도로변,추락,,34.72216667,127.5586667
전라남도,여수시,돌산읍,여수시 돌산읍 우두리 백초 여수마린 앞,추락,,34.72305,127.7384167
전라남도,여수시,돌산읍,여수시 돌산읍 돌산회 타운 앞,추락,,34.723495,127.73785
전라남도,여수시,소호로,여수시 소호동 디오션리조트 앞 ,추락,,34.726,127.6414167
전라남도,여수시,종화동,여수시 종화동 해양공원 앞,추락,,34.73615,127.7403667
전라남도,여수시,중아동,여수시 중앙동 이순신 광장 앞,추락,,34.73659333,127.7344633
전라남도,여수시,소호동,여수시 소호요트장 ,추락,,34.73662,127.6505033
전라남도,여수시,수정동,여수시 수정동 신항 통선부두,추락,,34.73866667,127.753
전라남도,여수시,웅천중앙로,여수시 웅천동 ~ 장도 연결 도로 ,추락,,34.741,127.659
전라남도,여수시,웅천동,여수시 웅천동 친수공원 앞 ,추락,,34.74245,127.6596333
전라남도,여수시,학동,여수시 학동 충무공 유적지(선소) 앞,추락,,34.75304167,127.6578967
전라남도,고흥군,남양면,고흥군 남양면 월정리 선착장,추락,,34.75115833,127.3866433
전라남도,고흥군,동강면,전남 고흥군 동강면 죽암리 325-1,추락,,34.774735,127.3857033
전라남도,여수시,삼일동,"1434, 신덕방파제 끝단",추락,,34.822465,127.7684367
전라남도,여수시,묘도,여수시 묘도 온동포구 옆 기름머리 선착장(묘도해산물),추락,,34.886,127.7411667
전라남도,광양시,금호동,전남 광양시 금호제철 어울림 체육관 인근,추락,,34.93823333,127.7183667
강원도,강릉시,주문진읍,주문진항 위판장 부근,추락,,37.88833333,128.825
강원도,강릉시,주문진읍,주문진항 내,추락,,37.89007167,128.8259783
강원도,강릉시,주문진읍,주문진 해변 약 50m,고립,,37.90541333,128.8193867
강원도,속초시,청호동,속초항 신수로 남방파제,추락,,38.200505,128.5915833
강원도,속초시,동명항길,속초시 속초항 여객선부두에서 전용부두 사이 10m ,추락,,38.206105,128.59
강원도,속초시,장사동,장사항 부두 활어센터,추락,,38.22275833,128.5865117
강원도,고성군,죽왕면,고성군 문암1리 항내,추락,,38.30171333,128.54246
강원도,고성군,현내면,초도항 내,추락,,38.48516667,128.4365
강원도,양양군,손양면,양양군 손양면 오산길 16-24(쏠비치 앞 방파제),추락,,38.08762,128.659515
경상북도,포항시,남구,구룡포항내 슬립웨이,추락,,35.98734333,129.5558333
경상북도,포항시,남구,포항시 남구 동해면 입암리 소재 백경횟집 옆,추락,,36.004705,129.4599
경상북도,포항시,남구,신항 74번선석,추락,,36.00913,129.40683
경상북도,포항시,남구,송도 형산강출장소 앞 해안가,추락,,36.02521833,129.3763783
경상북도,포항시,북구,경북 포항시 북구 흥해읍 월포리 소재 월포항,추락,,36.20466667,129.3716667
경상북도,영덕군,남정면,원척리 1박2일 펜션 앞,추락,,36.3005,129.3736667
경상북도,포항시,남구,포항 죽도시장 건너편 세잔베르체 앞,추락,,36.03478333,129.3692117
경상북도 ,포항시 ,북구,이어도 횟집 앞 ,추락,,36.05834,129.385855
경상북도,영덕군,축산읍,축산항 경북북부수협 위판장 앞 약 5미터 ,추락,,36.50566667,129.4501667
경상북도,울진군,오산읍,오산항 슬립웨이,추락,,36.88683333,129.4095
경상북도,포항시,북구,오도1리항 남쪽 약 500미터 절벽 해안,추락,,36.14283333,129.3921667
울산광역시,기장군,기장읍,부산 기장군 대변파출소 앞 209대성호 선미방향 10m ,추락,,35.22006,129.2250567
부산광역시,기장군,기장읍,두호 선착장 앞 ,추락,,35.23914333,129.2418633
부산광역시,기장군,일광면,이동방파제,추락,,35.26983333,129.2413333
부산광역시,기장군,장안읍,월내 출장소 앞 ,추락,,35.32166667,129.2728333
울산광역시,울주군,서생면,울주군 서생면 진하해수욕장 아성일마레 오피스텔 앞 ,추락,,35.38696667,129.3406333
울산광역시,동구,남진길,울산 동구 남진항 해수월드 앞 갯바위,추락,,35.475315,129.4170517
울산광역시,동구,중진2길,수협위판장 앞 ,추락,,35.48366667,129.4246667
울산광역시,동구,성끝길,방어동 수협위판장 앞 ,추락,,35.48374167,129.42474
울산광역시,동구,일산동,동구 일산해수욕장 민원봉사실 앞 모래사장,고립,,35.49016667,129.4253333
울산광역시,동구,일산동,일산해수욕장 앞 회센터 앞 ,추락,,35.493015,129.4343083
울산광역시,남구,장생포동,"일반부두, 작업차 이동중 부주의로  추락",추락,,35.5045,129.3856667
울산광역시,남구,장생포동,울산 장생포 한백트레이딩 앞 ,추락,,35.50065,129.3692
울산광역시,남구,장생포동,울산항 장생포 현대자동차 부두,추락,,35.52166667,129.3868333
부산광역시,사하구,다대동,부산 사하구 다대동 무지개공단 (주)EKI HI-TECH 앞 ,추락,,35.05183333,128.9545
부산광역시,사하구,다대동,동우조선소,추락,,35.05183333,128.9716667
부산광역시,영도구,태종로,한국해양대학교 실습선 앞 ,추락,,35.072695,129.0860583
부산광역시,영도구,동삼동,부산 영도구 동삼동 중리방파제 앞 ,추락,,35.067505,129.0592367
부산광역시,영도구,동삼동,부산 영도구 중리 소재 남고등학교 앞 ,추락,,35.0678,129.058895
부산광역시,서구,남부민동,현대타워 뒷편 통선장(물량장),추락,,35.0885,129.0218333
부산광역시,동구,충장대로,164(부산항 3부두),추락,,35.10990333,129.040645
부산광역시,남구,용호동,LG 메트로랜드 앞 ,추락,,35.13333333,129.1088333
부산광역시,수영구,광안해변로,광안대교(삼익비치아파트) 앞 ,추락,,35.13901667,129.1172833
부산광역시,수영구,광안해변로,부산 수영구 광안대교 하판 39번 교각 인근 ,추락,,35.1535,129.1355
부산광역시,해운대구,마린시티1로,해운대 티파니 유람선 선착장 앞 ,추락,,35.15383333,129.1425
부산광역시,수영구,광안해변로,광안리해수욕장 마리나 호텔 앞 ,추락,,35.15135,129.1174417
경상남도,남해군,상주면,남해군 상주면 금포마을 선착장 앞 ,추락,,34.71816667,128.0045
경상남도,통영시,산양읍,통영시 산양읍 달아항 선착장 ,추락,,34.75933333,128.403
경상남도,통영시,산양읍,통영시 산양읍 답하마을 입구 하천,추락,,34.7765,128.4258333
경상남도,통영시,산양읍,통영시 산양읍 신전리 오대양수산 옆 하천,추락,,34.78621167,128.419575
경상남도,통영시,한산도,"통영시 한산도 제승당 선착장 앞 여객선 뉴파라다이스(여객선, 197톤)",추락,,34.79,128.4701667
경상남도,통영시,사등면,통영시 한산면 소고포 카페리선착장(한산도-거제 어구)앞 ,추락,,34.79140667,128.487435
경상남도,거제시,일운면,거제시 일운면 와현 유람선 선착장,추락,,34.807,128.703
경상남도,거제시,일운면,거제시 구조라항내 세길수산 앞 안벽 접안 중 선박갑판상,추락,,34.80129167,128.42545
경상남도,거제시,둔덕면,거제시 둔덕면 어구 멍게하치장 30m앞 ,추락,,34.81896167,128.50349
경상남도,남해군,고현면,남해군 고현면 갈화리 방파제 앞 ,추락,,34.82129,128.535815
경상남도,통영시,미수동,통영시 미수동 소재 우성수산 앞 ,추락,,34.82163833,128.39012
경상남도,통영시,산양읍,통영시 산양면 풍화리 동부마을 선착장,추락,,34.82266667,128.3718333
경상남도,통영시,도남동,통영시 도남동 해양스포츠센터 인근,추락,,34.82316667,128.4338333
경상남도,통영시,미수동,통영시 미수동 해안도로 앞 ,추락,,34.82327333,128.3926983
경상남도,남해군,이동면,초음리 인근,추락,,34.82361,127.9398867
경상남도,통영시,미수동,통영시 미수동 동양냉동 앞,추락,,34.82361667,128.4000667
경상남도,통영시,항남동,통영시 항남동 한산호텔 앞 ,추락,,34.83706667,128.41984
경상남도,통영시,도천동,통영시 정량동 소재 세일철물상사 앞 ,추락,,34.83711333,128.4194533
경상남도,남해군,창선면,남해군 창선면 당저2리(해창마을) 방파제 인근 ,추락,,34.83752,128.0178983
경상남도,통영시,동호동,통영시 동호동 소재 통영수협1번냉동공장 앞 ,추락,,34.83787833,128.434445
경상남도,통영시,도산면,통영시 도산면 법송리 동원물산 앞,추락,,34.88746333,128.3718
경상남도,남해군,창선면,남해군 창선면 가인리 방파제 앞 ,추락,,34.88394333,128.0518283
경상남도,고성군,하일면,고성군 하이면 맥전포항 농수산저온창고 앞 7미터 해중,추락,,34.90024833,128.1589233
경상남도,거제시,사등면,거제시 사등면 모래실마을 물량장 크레인 앞 ,추락,,34.90296,128.5717533
경상남도,통영시,도산면,통영시 도산면 오륜리 소재 가오치 선착장,추락,,34.90433333,128.3193333
경상남도,거제시,옥포동,거제 덕포 해수욕장 앞,추락,,34.9074,128.7070333
경상남도,사천시,늑도동,삼펀포 늑도 방파제 ,추락,,34.92083333,128.0376667
경상남도,사천시,늑도동,사천시 늑도동 늑도항 동방파제,추락,,34.921805,128.0360883
경상남도,사천시,팔포3길,사천시 서금동 팔포 세종1호(사랑도 여객선 터미널),추락,,34.92216667,128.0745
경상남도,통영시,광도면,통영시 광도면 덕포리 적덕마을 앞 ,추락,,34.92233333,128.424
경상남도,하동군,금성면,하동군 금성면 갈사리 연막 선착장 현대횟집 앞 방파제,추락,,34.93768833,127.7847767
경상남도,거제시,장목면,거제시 장목면 장목리 장목항 ,추락,,34.98779667,128.6751917
경상남도,거제시,장목면,거제 구영여객선 선착장,추락,,35.02499667,128.6906267
경상남도,고성군,회화면,고성 당항포 어촌횟집 앞 ,추락,,35.05043833,128.3851283
경상남도,고성군,동해면,"고성군 동해면 외산리 920-6, 아침바다횟집 앞",추락,,35.057,128.439
경상남도,창원시,마산합포구,창원시 마산합포구 진전면 시락리 소포마을 경진횟집 앞 물양장,추락,,35.070435,128.45745
부산광역시,강서구,천성동,부산시 강서구 천성동 천성항 중앙방파제,추락,,35.02361833,128.8090283
경상남도,창원시,마산합포구,창원시 마산합포구 가포 신항부두 2선식 계류,추락,,35.18966667,128.5693333
경상남도,마산시,구산면,마산 구산면 욱곡 방파제 앞 20미터 ,추락,,35.09066667,128.5533333
경상남도,창원시,진해구,창원시 진해구 이동 선착장,추락,,35.12383333,128.6911667
제주특별자치도,제주시,한림읍,제주시 한림읍 금능리 금능어촌계회관 앞 물양장,추락,,33.38726667,126.2235
제주특별자치도,제주시,한림읍,제주시 한림읍 한수리포구 물양장(성동기계 앞 물양장),추락,,33.40823333,126.2543667
제주특별자치도,제주시,한림읍,한림항 한수리포구 대섬횟집과 한림조선소 사이 도로 100미터 곡각지점 아래 한수리 방파제(외해 바깥쪽),추락,,33.41963333,126.2569
제주특별자치도,제주시,한림읍,한림읍 소재 한수리 방파제 내측,추락,,33.42,126.2571667
제주특별자치도,제주시,한림읍,한림항내 이시돌 사료 공장 앞,추락,,33.41763333,126.2575167
제주특별자치도,제주시,한림읍,제주시 귀덕2리 방파제 앞 ,추락,,33.43923333,126.2740667
제주특별자치도,제주시,한림읍,귀덕1리 방파제 앞 ,추락,,33.44116667,126.2881667
제주특별자치도,제주시,애월읍,애월읍 애월항 북방파제 모래야적장 앞 ,추락,,33.46715,126.3216667
제주특별자치도,제주시,애월읍,애월항 서방파제 앞 3m (차량발견해점 물양장암벽 약 10m수중),추락,,33.467205,126.319835
제주특별자치도,제주시,애월읍,제주시 애월읍 소재 애월 해안로 하얀성 앞 갯바위,추락,,33.47365,126.3668833
제주특별자치도,제주시,한림읍,13:45경 상황실로부터 시간 미상경 애월항에 차량 1대가 추락하였다며 즉시 현장 출동 조치 요한다는 전화 접수,추락,,33.46775,126.32065
제주특별자치도,제주시,외도이동,의도1동 연대포구,추락,,33.49031667,126.4228
제주특별자치도,제주시,도두일동,도루항 마리나 슬립웨이(경사지) 앞 ,추락,,33.50426667,126.4583
제주특별자치도,제주시,건입동,제주항 2부두 남일호 우현 선수,추락,,33.51838333,126.5263833
제주특별자치도,제주시,건입동,제주항 57번 선석 앞 ,추락,,33.52080167,126.53748
제주특별자치도,제주시,건입동,제주시 제주항 5부두,추락,,33.52093333,126.5381167
제주특별자치도,제주시,화북동,제주시 화북동 화북포구내,추락,,33.52165,126.5585667
제주특별자치도,제주시,조천읍,동동노인정 앞 포구,추락,,33.53608333,126.6206167
제주특별자치도,제주시,함덕리,제주시 함덕리 함덕포구에서 차량 추락,추락,,33.54088333,126.65655
제주특별자치도,제주시,구좌읍,구좌읍 월정포구,추락,,33.5546,126.7902333
제주특별자치도,제주시,동김녕,동김녕항 해녀식당 앞 ,추락,,33.55514167,126.7529067
제주특별자치도,제주시,추자면,추자 신양항 동방파제 공사현장,추락,,33.93766667,126.3241667
제주특별자치도,제주시,추자면,추자면 신양리 쌍림파크 앞 해안가,추락,,33.93786667,126.30995
제주특별자치도,제주시,추자면,추자 신양항 남방파제,추락,,33.94040833,126.3237133
제주특별자치도,서귀포시,대정읍,서귀포시 대정읍 하모리 운진항 여객선 주차장,추락,,33.20566667,126.2546667
제주특별자치도,서귀포시,대정읍,운진항 소형어선 부두,추락,,33.20575,126.2546917
제주특별자치도,서귀포시,대정읍,수협어판장,추락,,33.20917833,126.2510517
제주특별자치도,서귀포시,대정읍,모슬포항 ,추락,,33.20991667,126.2502217
제주특별자치도,서귀포시,하모항구로,토요시장 인근 협성조선소 앞 ,추락,,33.21833333,126.2431667
제주특별자치도,서귀포시,안덕면,서귀포시 안덕면 사계항내,추락,,33.22361167,126.3035717
제주특별자치도,서귀포시,대정읍,모슬포항 항구식당 앞 ,추락,,33.21826833,126.2506417
제주특별자치도,서귀포시,안덕면,화순항 2부두,추락,,33.235135,126.333505
제주특별자치도,서귀포시,서귀동,서귀포항 6부두 외측 끝단,추락,,33.23532833,126.567425
제주특별자치도,서귀포시,서홍동,서귀포항,추락,,33.23692167,126.558265
제주특별자치도,서귀포시,칠십리로,서귀포수협 연쇄점 앞 ,추락,,33.23756,126.5567683
제주특별자치도,서귀포시,남성중로,서귀포항 서부두 앞 ,추락,,33.23766667,126.5555
제주특별자치도,서귀포시,서홍동,로즈마린 앞 포구,추락,,33.23877167,126.5560183
제주특별자치도,서귀포시,표선면,서귀포시 표선면 가마리 포구 동쪽방파제,고립,,33.30226833,126.8018333
제주특별자치도,서귀포시,성산읍,성산읍 신풍리 해안가 해녀출입로(신퐁포구 남서쪽 약300m),추락,,33.357005,126.86808
제주특별자치도,서귀포시,성산읍,서귀포시 성산읍 신산포구 내측 ,추락,,33.37584,126.8749317
제주특별자치도,서귀포시,성산읍,서귀포시 성산읍 온평리 환해장성로 531앞 해안,추락,,33.40238833,126.9022733
제주특별자치도,서귀포시,성산읍,서귀포 성산읍 섭지코지 앞 갯바위,추락,,33.42107,126.9251567
제주특별자치도,서귀포시,성산읍,성산읍 오조~시흥 사이 해안가(오조리 해녀의 집에서 시흥방향 300m지점),추락,,33.468595,126.9182633
제주특별자치도,서귀포시,성산읍,서귀포시 성산읍 오조리 한라전복 앞 도로(해안가),추락,,33.46933333,126.917
제주특별자치도,서귀포시,성산읍,성산 도항선 선착장 항내 차량 추락,추락,,33.4708,126.9336333
제주특별자치도,서귀포시,성산읍,서귀포시 성산읍 시흥하동로 112,추락,,33.47432167,126.9056783
제주특별자치도,제주시,우도면,제주도 제주시 우도면 하우목동항 도선 선착장,추락,,33.50560333,126.9384167
제주특별자치도,제주시,우도면,제주시 우도면 비양동 다리 입구 갯바위,고립,,33.50799667,126.9590517
제주특별자치도,제주시,우도면,삼양동 전경초소 남동쪽 50m 지점,고립,,33.52058833,126.9551317
제주특별자치도,제주시,우도면,오봉리 전흘동 망로해안가,추락,,33.51795333,126.9430333
